"champ";"statut";"annee";"periode";"date du resultat";"ipe";mod_ent;tum1;eff;nbchir;chirurg0;nbmutrf;nbdom;nbdc;nb0j;nbj;agem;type;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/05 17:44:24";="800000044";TRMUT;SI;223;30;2;110;94;19;10;1723;66.825112108;TRMUT;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:24";="800000044";TRMUT;UHCD;118;13;10;61;41;16;21;1021;58.180473648;TRMUT;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:24";="800000044";TRMUT;ZAUM;1396;435;110;576;715;105;29;12629;59.464503277;TRMUT;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:24";="800000044";URG;CA;24;21;19;1;23;0;20;7;47.416666667;URG;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:24";="800000044";URG;HP;18;1;1;0;18;0;14;15;45.888888889;URG;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:24";="800000044";URG;REA;163;53;23;47;86;30;4;2530;47.519539457;URG;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:24";="800000044";URG;SC;135;20;7;28;95;12;1;1176;43.086027397;URG;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:24";="800000044";URG;SI;433;30;7;77;330;26;11;3515;64.992008605;URG;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:24";="800000044";URG;UHCD;5006;303;145;586;4168;252;902;19726;41.876284349;URG;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:24";="800000044";URG;ZAUM;6043;1494;539;669;5156;218;216;40680;51.353851734;URG;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/07 20:00:49";="590781902";DOM;CA;986;739;739;3;983;0;963;49;51.708924949;DOM;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:49";="590781902";DOM;HP;2611;3;1;4;2601;6;2572;357;58.398374632;DOM;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:49";="590781902";DOM;REA;22;0;0;6;6;10;3;231;58.227272727;DOM;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:49";="590781902";DOM;SI;15;2;0;4;11;0;0;87;79.4;DOM;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:49";="590781902";DOM;UHCD;4;0;0;3;1;0;3;6;63.75;DOM;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:49";="590781902";DOM;ZAUM;3975;1414;965;237;3702;36;1379;14154;54.955036099;DOM;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:49";="590781902";TRMUT;CA;6;2;2;4;2;0;6;0;73.333333333;TRMUT;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:49";="590781902";TRMUT;HP;7;0;0;7;0;0;7;0;73.428571429;TRMUT;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:49";="590781902";TRMUT;REA;17;3;0;8;5;4;0;449;60.294117647;TRMUT;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:49";="590781902";TRMUT;SC;1;0;0;1;0;0;0;6;73;TRMUT;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:49";="590781902";TRMUT;SI;18;0;0;6;10;2;0;135;66.833333333;TRMUT;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:49";="590781902";TRMUT;UHCD;12;0;0;9;3;0;4;31;47;TRMUT;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:49";="590781902";TRMUT;ZAUM;241;51;8;95;122;24;3;3354;60.249201387;TRMUT;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:49";="590781902";URG;CA;9;5;5;0;9;0;9;0;52.444444444;URG;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:49";="590781902";URG;REA;127;14;6;31;78;18;2;1435;56.976377953;URG;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:49";="590781902";URG;SC;18;1;0;7;10;1;0;132;49.888888889;URG;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:49";="590781902";URG;SI;151;0;0;38;110;3;5;1124;70.523178808;URG;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:49";="590781902";URG;UHCD;2724;64;18;616;1985;123;845;9420;59.43589202;URG;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:49";="590781902";URG;ZAUM;3100;636;229;439;2543;118;108;18918;52.581959346;URG;2023.7;X590781902;07SEP23;20:00:41
