"champ";"statut";"annee";"periode";"date du resultat";"ipe";code;code1;indication;qte;mnt_fact;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 09:49:28";="590782652";9408866;9408866;;60;3178.8;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:28";="590782652";9417894;9417894;;31;633.02;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:28";="590782652";9425511;9425511;;600;516;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 11:59:14";="020000261";9000501;9000501;;352;8669.76;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:14";="020000261";9000788;9000788;;420;45670.8;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:14";="020000261";9000999;9000999;;168;12413.52;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:14";="020000261";9002094;9002094;;3;1151.7;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:14";="020000261";9002095;9002095;;3;1169.7;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:14";="020000261";9002096;9002096;;3;1151.7;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:14";="020000261";9002097;9002097;;2;767.8;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:14";="020000261";9002098;9002098;;8;3071.2;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:14";="020000261";9002156;9002156;;180;7133.4;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:14";="020000261";9400391;9400391;;17;1388.56;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:14";="020000261";9407648;9407648;;14;2127.72;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:14";="020000261";9407803;9407803;;3697;19056.56;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:14";="020000261";9417894;9417894;;50;1021;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:14";="020000261";9422820;9422820;;392;8631.84;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:14";="020000261";9422990;9422990;;8;7944.72;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:14";="020000261";9425511;9425511;;600;516;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:14";="020000261";9453973;9453973;;28;168.56;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 13:08:31";="620000026";9407803;9407803;;56;300.16;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:31";="620000026";9425511;9425511;;800;688;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";9000323;9000323;;720;19036.8;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";9000788;9000788;;60;6523.8;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";9002094;9002094;;3;1151.7;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";9002095;9002095;;3;1151.86;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";9002097;9002097;;2;767.8;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";9246145;9246145;;120;217.2;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";9389755;9389755;;1;2871.05;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";9407803;9407803;;728;3902.08;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";9417894;9417894;;12;245.04;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";9422990;9422990;;2;1896.1;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";9436561;9436561;;24;283499.04;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:22";="590781670";9436578;9436578;;24;56699.76;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 16:27:57";="620100651";9000323;9000323;;779;20596.76;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:27:57";="620100651";9000788;9000788;;540;58719.6;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:27:57";="620100651";9000999;9000999;;756;55860.84;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:27:57";="620100651";9001237;9001237;;720;5112;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:27:57";="620100651";9001858;9001858;;1680;48931.2;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:27:57";="620100651";9002094;9002094;;2;767.8;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:27:57";="620100651";9002095;9002095;;2;767.8;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:27:57";="620100651";9002097;9002097;;1;383.9;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:27:57";="620100651";9002286;9002286;;60;4562.4;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:27:57";="620100651";9293564;9293564;;600;786;2023.7;X620100651;29AUG23;16:27:45
