"champ";"statut";"annee";"periode";"date du resultat";"ipe";eff;lib;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 14:59:59";="020000048";0;Confirmation de codage enregistrée;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:59";="020000048";0;Confirmation de codage non enregistrée;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:43:59";="590782215";0;Confirmation de codage enregistrée;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:59";="590782215";6;Confirmation de codage non enregistrée;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 16:59:33";="620100685";0;Confirmation de codage enregistrée;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:33";="620100685";14;Confirmation de codage non enregistrée;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:54:13";="800000069";0;Confirmation de codage enregistrée;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:13";="800000069";0;Confirmation de codage non enregistrée;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 08:07:06";="020000071";0;Confirmation de codage enregistrée;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:07:06";="020000071";0;Confirmation de codage non enregistrée;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:19:20";="600100721";0;Confirmation de codage enregistrée;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:20";="600100721";0;Confirmation de codage non enregistrée;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:16:15";="620100057";0;Confirmation de codage enregistrée;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:15";="620100057";0;Confirmation de codage non enregistrée;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:22:55";="600101984";3;Confirmation de codage enregistrée;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:22:55";="600101984";0;Confirmation de codage non enregistrée;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:08:27";="800000028";0;Confirmation de codage enregistrée;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:27";="800000028";0;Confirmation de codage non enregistrée;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 14:03:21";="590783239";0;Confirmation de codage enregistrée;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:21";="590783239";1;Confirmation de codage non enregistrée;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 16:13:26";="590785374";0;Confirmation de codage enregistrée;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:26";="590785374";0;Confirmation de codage non enregistrée;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:56:26";="020000063";0;Confirmation de codage enregistrée;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:26";="020000063";1;Confirmation de codage non enregistrée;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 18:27:43";="590000188";0;Confirmation de codage enregistrée;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:43";="590000188";0;Confirmation de codage non enregistrée;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:54:54";="620103432";1;Confirmation de codage enregistrée;2023.7;X620103432;04SEP23;15:53:55
